EncryptedText,Shift
"BohzrY,JwphzG,8",10
jCuNyjhnBdo,5
"GGzvXqMOQncCz nLlX,RRkgIbXZBynNk",24
"pjKTQwq,rlMVSys,2",2
"sUXPmlfKvF,bDGYvuoTeO,9",13
"HXOYwK,EULVtH,23",14
PwsqAVXFjcQyISS,2
"yBCiceTVCTpH,aDEkeg",22
"anQItBPIY,sfIAlTHAQ,18",25
"YYZALmIZuVVaGYy,PPQRCdZQlM",17
"iLOSBz,rUXBKi,9",12
"cUyAFtLerXa,oGkMRfXqdJm,12",8
"WAHoCdSuizSxux,HLSzNoDftkDifi,11",2
"mJjTBuCRR,nKkUCvDSS",4
"ZxzrnzUJbtpDqPvEWT,YwyqmyTIasoCpOuDVS,25",18
"wlJYNMSSZpuDACd,",5
"vaIypIF,zeMctMJ,4",3
"BqMAfPCeyZSA,EtPDi",15
"KMfEtxAlOyQpngRJ,FHaZosVgJtLkibME,21",24
"MyngwfxBey,UgvoenfJmg,8",8
"GTBHFBotWBJ aWkzqUoZ,JWEKIErwZEM dZnctXrC,3",16
"eiwrrcmofKiFQiJUC,waojjuegxCaXIaB",25
"oyCRdCs,eoSHtSi,16",13
"edKmlsYA,feLnmtZB,1",3
"qMeLRTNE IOBXKw,i",23
"aqxrBkSBmqKMnuYEdgo,wmtnXgOXimGIjqUAzck,22",14
"dGzILTkVZok,rUnWZHyJNcy,14",5
"hajOmZsTQjOkHktGMctu,voxCaNgHExCyVyhUAqhi,1",12
"JjpPPmZcQNbNFNhMtu,ZzfFFcPsGDrDVDxC",25
"HWMCHzER,YNDTYqVI,17",6
"ZRUbjHO,OGJqyWD,15",23
"OayLRkhyhyCo,JvtGMfctctXj,21",13
"r VOosAFX,z DWwaINF,8",18
"NhdiUVmxu,FzvaMNepm,18",4
"SvNhC,MpHbW,2",5
"SS Ga,BB Pj,9",23
"AfmaSRfOzvpJKSr,KpwkCBpYjfzTUCb",6
pUZlYeGLKyWZRx,19
"GvrKIGl dtTpGkagTE,RgcVTRw oeEaRvlr",9
"PkEbtWkIrHl,L",10
"IYZsoVUJXon,DTUn",15
"qcbmOH yzIrgOGbz,oazkM",18
"VXpdmKoZcjeVzPeYYwY,SUmajHlWzgbSwMb",19
FKkPygDvqAVjRabbhroO,9
"zVYRmoOLjvjFaUi,oKNGbdDAykyUpJx,15",22
"LcznnaOfqhmreFnsd,IzwkkxLcnejobC",10
"kHwFLvFep,xUjSYiSrc,13",25
"P Eubka,A Pfmvl,11",12
"jeDdUc,mhGgXf,3",14
oRceFvDZVwWeJRygALYn,22
xmp XRMTINXR,6
"MhyIwOVtpqNICOTIyUFx,Cx",5
"vH oDetOlkIx,kW dS",5
"NAhqC,ZMtcO,12",25
"Hcdzo,Ojkgv,7",7
"cMiyZIh lBZSI,zJfvWFe iYWPF,23",13
"ByEzehoqnv,SpVqvyfhem,17",13
"eaVwiJNjKcSZ,",18
"uPQWnCzidp,wRSYpEbkfr,2",13
"eDELHnzJnfch,vUVCYeqAewty,17",22
"ZjQAaNINNHfadJeQKv,IsZJjWRWWQojmSnZTe,9",1
"CMPBE,HRUGJ,5",8
"eiABtu,uyQRjk,16",19
ciWnscdtBQpt,2
"hCcADDsQxA,jEeCFFuSzC,2",15
"r ITKAsE,b SDUKcO,10",9
"OdBZpOmvVLLRmvlL,VkIGwVtcCSSYtcsS,7",23
"kZMqCw,iXKoAu,24",16
"mXMQNLAPoqXI,gRGKHFUJikRC,20",17
"KCeFDcHbUwLYZwDJsr,UMoPN",21
"OpYfTfl RrSDIkYWOB,KlUbPbh NnOZEgUSKX,22",13
"cscrFRrRevZMfI,rhrgUGgGtkOBuX,15",5
"AAJDGXZ UMPvmiJxZS,OOXRULN I",6
"OEjEvaCCuyKgUXb,SInIzeG",5
"CiPxU,RxEmJ,15",2
"RfSzfjOtSptIblEHeQq,IwJqwaFkJgkZscVYvHh,17",1
"aTxyZrwd,eXbcDvah,4",1
"avwZXCifa,gbcFDIolg,6",20
"foaPDEfN,veqFTUvD,16",22
"ukejtDw,aqkpzJc,6",16
"cRWIgK ,mBGSqU ,10",7
"pOudwfFVIAcXWbjLXc z,gFlunwWMZR",14
"lXMgovCxBAKiajiV,sETnvcJeIHRphqpC,7",4
"sfjRuCYnZCUb,anrZcKGvHKCj,8",8
"kq  gFZSaLstDlrM,dj  zYSLtElmWekF,19",15
"VnSLzSkfC,MeJCqJbwT,17",6
"hFA ChWklLdlzzq,oMH Jo",6
"ILguXADMKrfGEDlgA ,TWrfILOXVcqRPOwrL ,",14
"UkvZVSuXWS sMHnRo,",15
"uwirCGMPz,oqclWAGJt,20",1
"XcSPeXonJrLNzMj YK,AfVShArqMuOQcPm BN,3",10
"JiUqkgDw,EdPlfbYr,21",2
"mMudLmtqGiZ,jJraIjqnDfW,23",16
"TllquOhzZhqR CBm d,Vnn",12
QeEruqotdkl,9
"IGNYnGhAOZVUGQ,LJQBqJkDRCY",19
"GuSWtwY,BpNRorT,21",4
"UnVexuHIbpT,GzHqjgTUnbF,12",17
"JyzlXASpnKZt,ZopbNQIfdAPj,16",2
OlBMmjHpueY,19
"nmUXFRuUXlDUZI,feMPXJmMPdVMR",21
"vrlMpoYVBo,tpjKnmWTZm,24",6
"yNrbEeNXeXrjiDpnSDK,cRvfIiRBiBvnmHtrWHO",11
"kFcwSbAUCcJhXM,nIfzVeDXFfMkAP,3",22
"tABJPkg,lSTBHcy,18",19
"tpEGhZnVjt,zvKMn",19
"xNfhQZhdJENnIZbvwkmy,",13
zKFRNJjTiOMy,25
"HSpOqscyKHBjB,CNkJl",4
"snGfLZijOMlmIbgKyB,ytMlRFopUSrsOhm",1
"twVVDXlr,qtSSAUio,23",5
"xyOZSUcO,ghXIBDlX,9",20
"ROgdqHoXWiT,FCureVcLKwH,14",4
"QOosVlmJNrLFcUWB,WUuyBrsPTxRLiACH,6",12
"BQJwedHkzVyyCxjtcs,HWPckj",7
"rSmedkcwp,lMgyx",25
"cVfoiPtTyRhrTMaTvS,yRbkeLpPuN",19
"lVvlyTcxBkZdQQnc,aKkanIrmQzOsFFcr,",23
"kKwoBOwGgBXGRrCCF,wWiaNAiSsNJSDd",12
zqjCMKXgoDs,7
"aMXum,jVGdv,9",25
"VfkXKzizoepeBbBGs,EotGTirixnynKkKPb,9",19
"ABZHMRfbKTfkZJvGP,",5
"CcWmKbEfen,TtNdBsVwve,17",11
"MAZfUZgnBeMgZm,JXWcRW",8
"IgtYWQ,CanSQK,20",11
"WkGYYxiHmUqwI,AoKCCbmLqYuaM,4",25
naaDpIGroOfKqoB,11
"YNMbZCcOpbLEjN,X",18
"nIkMgTbeGPWIYdZIZIUJ,dYaCwJruWFMYOt",23
"wQmkANt,zTpnDQw,3",15
TUcSKPfBAPTGlE,10
"uXiyvsR,vYj",18
"bxHxU,njTjG,12",23
ex yaxFNRd JUFke,9
"LZGvAPXfIhvN,UIPeJYGoRqeW,9",25
FZuBjXlvrE,23
LyTJzQaXEPsVwrydE,21
"KcOGeveneqGUS,WoASqhqzqcSGE,12",24
EIGmMJXAFFg,8
"zjOyzQkOiHZTuZOmkw,mwBlmDxBvUMGhMB",15
"NCQxpfVRmsJjlY,UJXewmCYtzQqsF,7",17
"TLgaphIdpG,BToixpQlxO,8",14
"Awfr cXXVdzFX ,Uqzl wRRPxtZ",2
"SLxLOi,OHtHKe,22",19
"tgTOMYrfEDVYnbu,uhUPNZsgFEWZocv,1",10
"vVTUYiLxnh,aAYZDnQcsm,5",16
"iKHNWmqQXnzSEUraSC,zBYENdh",8
"MwwRF rWVVaG,AkkFT fKJJoU,14",20
UqfDKqKNQH,7
"YgftJb,GonbRj,8",7
"EpsIcjQEp,BmpFzgNBm,23",19
"KcUdVtZEmAPorbtqUbu,CuM",12
"JjUOrn,IiTNqm,25",20
"uDdlYgICEJ,pYygTbDXZE,21",19
"MolqtfTsitDsEypF,YaxcfrFeufPeQkbR,1",14
"fU FddCsgX,eT EccBrfW,25",15
"tQfRsaf,pMbNowb,22",21
"nMcef,lKacd,24",2
"FMGpVgBQ flQVduhiNYD,",7
"NNioQbXngH,MMhnPaWmfG,25",25
"zCeiagtrfN,vYae",14
"lLfYgLpyUGWorAX,kKeXfKo",15
"deXPPFeDpl ,vw",11
"LkXUaOayZusuGbWe,SrEB",15
"xPovdsUn,oGfmujLe,17",25
"bYoOTo,nKaAFa,12",11
"gsbGK,tfoTX,13",2
"EsAUUbVRL,AoWQQxRNH,",2
"GoTjnsqTip,LtYosxvYnu,5",8
"guHakVPbo kYW,sgTmwHBna wKI,12",14
"tmPIbTc,wpSLeWf,3",3
"gGAXFhJNLCXBkI,lLFCKmOSQHCGpN,",17
"nrmiTtfckh,osnjUugdli",13
"uURDfTH,aAXJlZN,6",15
"MQyKSZJEaeEwTUnLxT,AEmYGNXSosSkHIbZlH,14",4
gJOjFecPPfMxYgeyO ,7
"NlCsemGRmCa ypLJH,XvMcowQBwM",6
"oxOt, mvMr,24",16
"MbqTYV,UjyBGD,8",25
"gyWztVTz,woMpjLJp,16",12
"BnlXnOGy,YkiUkLDv,23",1
"oRxZQiQWFjS,qTzBSkSYHlU,2",19
"QgVHT,YoDPB,8",4
"zGzvzTaAc,oV",18
"RfHPJ opJPOOAXJXqE,W",2
aUecTRSuKPv,2
"ruEeDb,ilVvUs,17",19
"UvaLbbQWL,TuzKaaPVK,25",19
"GqjGjDbZ,ZjcZcWuS,19",19
vQODXbigrLJ,22
"fdtRk,vtjHa,16",7
"F YACKbbYlVF IcC PZR,R KMOWnnKxHR UoO ",11
"ZyRTdaxUURNsq,PoHJtqnKKHDig,16",21
"nt  jICVdOvwGouP,gm  c",18
"RiYvrbjRMfPm,BsIfbltBWpZw,10",14
"fb sughoRg,xt kmyzgJy,18",1
"uB KNGC,wD MPIE,2",7
tNfQUHCkix,5
"DsLpKaRgIQLGvS,JyRvQ",4
"RzPvkMyV XTtmDj,SaQ",16
"pPipFJQILpoAmhXsyHHz,gGzgWAHZCgfRdyOjpYY",19
"rFPUfT,gUEJuI,15",5
"jhOoIZE,fdKkEVA,22",4
"PODHMmTpGZyaaVXvW,CBQUZzG",13
"wraoNUC,avesRYG,4",16
"pbBJw,frRZm,16",9
"vjxgSXCBwxnbtyn,rft",13
"VP bvAFnMmz,FZ lfKPxWwj,10",14
lNzustAChBT,1
"WkgPbwZR,KyuDpkN",23
"wjJeCHKsURCpS,viIdBG",24
"pFqIanBJpZO,kAlDviWEkUJ,21",15
"FLSDPMfucUhYuU,KQXIURkzhZmDzZ,",23
OhGdWAHyrEuH,3
"ov zRRILa fQ,yf jBBSVk pA",12
"GjPpST YijCpZEdOWueJ,LoUuXY DnoHuEJiTBzjO,5",7
"LzgQDilnzbFlA,HvcMZehjvxBhW,22",5
"uHAcZHaOG,mZSuRZs",10
"vaXqgqVLWizjzKLXZ,e",14
"ajwHyOUrboBoWNv,zivGxNTqanAnVMu,25",4
"Q MBMWSUIauPNgkLGMnX,T PEPZVXLdxSQjnOJPqA,3",6
OqzGknnQMbLN HzwLz,19
"eweQmgG,zrzLhbB,21",2
"pooWMLNNdqoWMI,xwwEUTVVlywEUQ,8",24
"OTbHKdLIJLhQZkgi,VAiORkS",2
"pjGJv,rlILx,2",24
"jSf EgCQ,yHu TvRF,15",21
"oQzfEA,qSbhGC,2",18
"zFoODZXCJ,",22
"wgGsRUYAAdaS,lvVhGJNPPspH,15",13
"BU ANbzbIsSaRcBUBv,EX DQeceLvVdUfEXEy,3",15
"viDeCg B,gtOpNr M,11",13
JgXdmRaGOUySrZjMw,13
"ERshIxe TRpRE,GTujKzg VTrT",2
"QtZchoncfHp,YbHkpwvknPx,8",7
"afacxNKwvMwhOUYb,chce",13
"wig OwM,dpn VdT,7",10
"GhfZdWVZSVomd,MnlFjCBFYBusj,6",3
"HvlbYjvEWFxEgpXyt,ZndtQbnWOXp",20
"Vvbud,Nntmv,18",12
"TFQwbOtUO,EQB",5
"RUT riQDMnlHF,ADC arZMVwuQO,9",13
"NmlNDERzxBu, VutVLMZhfJc,8",18
"Kg eqvg,Fb zlqb,21",8
"LhrEMlMGGmWEKLPSwLpl,EakXFeFZZfPXDEILpEie,19",20
"tIbZIZZdFOwR,aPiGPGGkMVdY,7",7
"vnxcDJcLo OXLwT ,tlvaBHaJm MVJuR ,24",20
"cVEhxKFAauYe,bUDgwJEZztXd,25",10
"EbZwJJkVvLRBpErrmEul,MjHeRRsDdTZJxMzzuMc",5
xNhweCvInGLyXWRuV,19
"cMXhPZ ,wGR",18
"tyeznNXNqstuSsBULqJb,fkqlzZJZcefg",13
ciClHcXCsKGsTb,6
"iMBwaWgrnwjdbY,mQFae",5
"hGsBGCeYGPEFQjRZFXJk,xWiRWSuOWFUV",18
"FzmxMBB,NhufUJJ,8",24
"VqWXDVUuhxlhTnE,UpVWCUTtgwkgSmD,25",11
"bbgkoOrelnaPHTMJXQ,ppuycCfs",10
"DdtlYPwOED,SsiaNElDTS,15",8
"CzYBOykvuv,",19
"hlUUb,gkTTa,25",20
"wTrfNNOVnVsVR,kHftBBCJbJgJF,14",11
"WZz rj,MPp hz,16",18
"BMiTm DXXTZWTBUj,VGc",16
"KETmDiIq,NHWpGlLt,3",8
"fhDOFWNPaLiMM,uwSDULCEpAxBB,15",10
"LDZoEP,MEApFQ,1",16
"rWne WlgZCpPFDaR, cHyp HwrKNaAQOlC,1",10
"HLKPsFePeioosZhzxjG,MQPUxKjU",15
"POmGSlaS,VUsMYrgY,6",12
"emOhBjKWjBrGrI gIPrQ,jrTmGoPBoGwLwN lNUwV,",14
"sjgGonGPVXVMirKJBvhB,evsSa",16
"FrisKRISXjS,BneoGNEOTfO,22",13
"BAg IzFx,RQw YpVn,16",11
"WtlzaVlprBNg,HewklGwacMYr,11",20
"tgNppOsxiS,boVxxWafqA,8",12
BfaRixhmpmJczLGe,6
"YNdlsMVFewPMoS,LAqyfZISrjCZbF,13",16
"JWBgm,VINsy,12",12
"uWQmgyOIkgdYWcrg,aCWsmeUOqmjECixm,6",12
bCcnfGrgGQMchKA,25
"femOWsePHLgfP,lksUCykVNRmlV,6",4
"KKOFltQe,WWAR",24
"ILF S,NQK X,",12
"rrzAZZNOFwZZVLBYrUv,bbjKJJXYPgJJFVLIbEf,10",25
"mqyLBJvt,sweRHPbz,6",17
"WbKpKXbHXXeXyAOT,MrAfANrXNNu",16
"QKIzggRsfjP,DXVmttEfswC,13",10
"aaEWBjucf zBVEqppNT,nnRJOwhps mOIRdccAG,13",5
"moTOE,ikPKA,22",3
"VdvRqYTptpqIxX,GogCbJEaeabTiI,11",2
"aogJmXrrdZhrIaYbrPD,pdvYbMggsOwgXpNqg",2
"VSNgRrDrCKURbTFhGZ,CZUnYyKyJR",15
"COqmVLDZhcqaSC kvIPZ,VHjfOEWSa",8
"WLtjBlouAWKuI,FUcsKuxdJFTdR,9",12
"UebePzKlCk,MwtwHrCdUc,18",12
"YcUBKJ,CgYFON,4",2
"LTcMDXiMfuXU,KSbLCWhLetWT,",14
"jRmVdUYDhmxVzb,pXs",24
"JckTRErnWgPeKJiewxmm,DweNLYlhQaJyEDcyqrgg,20",10
"jyHaE,qfOhL,7",22
"QRLJwMrMyRxe,FGAYlBg",8
crEQBXoapbWBCiu,14
"jxGZPXyvLhNv,pdM",1
"kbklXnKfe,fwf",2
"kFTDpmtKySsTrx,wRFPbyfWkEeFdj,12",2
"JBlWzeHaopz,VNxIlqTmabl,12",20
"qaVRqmGQFCcEvZIopX,rbWSrnHRGDdFwAJpqY,1",5
"aTwJIEusiQXO,wPsFEAqoeMTK,22",24
"gAlCodeRgQ,vPaRdstGvF,15",24
"lzj ljuIpvXlyaNU,aoy ayjXekManpCJ,15",1
"PArTeJmwy,VGxZkPsce,6",12
"ve eHXpzgVYTZMUUszyB,fo oRHz",25
"xzutj ocixHelcky y,hjedt ymshRovmui i,10",5
"gJJrBRoH,aDDlVLiB,20",9
"SGXtcWQV,RFWsbVPU,25",15
"xTYUrVyLsGFwiPYG,vRWSp",2
"VXqXcaJg,IKdKpnWt,13",4
"rpkXckok,nlgTygkg,22",23
"JhidYvee,OmniDajj,5",25
"KOFEHXcHlxBpaSQX,",21
RnNlVcvWXZUm,8
"NwFGyNFuqP,ClUVnCUjfE,15",8
"yb cpBgAvYeXbJAQ,sv wj",23
"tAglRY,hOu",14
"xWgifke,iHrtqvp,11",4
"WyZDRsybtvqaQi,HjKOCdjmegblBt,11",14
"JqCpmagFGyRBNyRguLVb,BiUhesy",16
"MkaxTrrTmL,JhxuQo",23
"bOpNPUvtvAtGIpW,yLmKMRsqsXqDFmT,23",8
"sZXLcrX,vCAOfuA,3",20
"FDWfhFXPbWEHRJiTpztd,XVOxzXPHtOWZJBaLhrlv,18",11
"VisSjXGApok,HueEvJSMbaw,12",16
"ZfwkFNoQQcArLDrSCql,YevjEMnPPbZqKCqRBpk,25",24
"mVOagsisk iPHwVYCiQ,uDW",5
"sUeRdFkxSqhQeBuvih,xZjWiKpcXv",11
"mPNwFEIFAzixG,yBZiRQ",5
"UzCuQvdwGKOJiS,PuXpLqyrBFJEd",3
"DuuFmYKVKQXDJu,SjjUbNZKZFMSYj,1",9
"RuOrV lfQxu,YbVyC smXeb,7",7
"QUQHCI,DHDUPV,13",9
SQrppFbNzLouAMgiPx,18
"fLCagVSfHxcYPpSgXJ,nT",12
"goHmRFJPhjZhE,zhAfKYCIac",2
"jVvrJkRFzci,wIieWxESmp",9
"nUunn,gNngg,19",16
"GqUvKGzNjn,RbFgVRkYuy,11",23
"jBUTWlyXmqg,wOHGJylKzd",9
"AQijdU,NDvwqH,13",20
"xDgSdOUKQd,vBe",19
"HKFrMoOwpLKzUgAk,KNIuPr",3
"aGxqoomsyZNqeEOYg,dJatrrpvbCQthHRBj,3",25
"VikFaQGuhBbgk,TgiDy",25
"eGIq GoYDTI,gIKs IqAFVK,",17
"stYe DmFxqWs,fgLr QzSkdJf,1",6
"UhzyXtJXBHRM,WjbaZvLZDJTO,2",22
"OFftqljypPfXRX,BSsgdywlcCsK",22
"gGoRAind,yYgJSafv,18",6
"WxBXGkMwDkBHjIDGhN,OpTPY",1
"TIhZFfNJTENqGALJ,MBa",15
"QHvbN,ZQekW,9",4
"ypTgeL,arVigN,2",11
ZvmUNDDENnHfgk,3
hxMijPHpohZfnLi,24
"gLClbyRPItyleUQ,wBSbroHFYjobuKG,16",18
"NBoxieRuwBPMQhApkynb,VJwfqmZceJXUYp",25
"gmM AejU Xqx,i",16
"jZiJWxzvx,",15
"QiPCtvJljHmvZyjcRi,NfMZqsGigEjsWvgzOf,23",18
"dDoOvI,xXiIpC,20",17
"HZMIxdFsUcekp,PHUQflNaCkmsx,8",18
"lrCeKxE,zfQsYlS,14",2
"MvmtbVZLSnvZJlFlhbz,En",21
"TDSLqmdXm,DNCVawnHw,10",10
"vSQIEbQccNxWZQ,dAYQMjYkkVfEHY,8",15
"GJubZoQhevsoVxkOCznN,RUfmKzBspgdzGiv",12
"HoAniMpB,JqCpkOrD,2",7
"VtThQFOXrOw,NlLzIXGPjGo,18",25
"aoRhPbMT,rfIyGsDK,17",16
"tJwCOyAZqy,lBoUGqSRiq,18",24
"dTRCQAcPvV,zPNYMWyLrR,22",6
"uJQgGtGjXCAYObjkJ,bQXnNaNqEJHFVi",12
FSVUAGJdFlyDSgJZ,24
"CdvTYhBCHavQBsseR,QrjHMvPQ",2
"VgdRWlsMLIMcZS,FqnBGvcWVSWm",25
"DqzdjmuQXti,GtcgmpxTAwl",12
"DBDRP GS bbhkhXWuDvH,FDFTR IU",8
"lHbDtR,eAuWmK,19",3
"GBSdhcZd,HCTeidAe,1",24
"UNDVLxmkKwqt,GZPHXjywW",1
"zIHEmeUYtPxbHvNL,cLKHphXBwSaeKyQO",21
lWDDscRsdGRRfcCH,1
"EyYecujaX,ZtTzxpevS,21",12
"rbtyfsOkBk,zjbgnaWsJs,8",7
"eVArMvF,tKPgBkU,15",10
lQhxhmlmnIqmJ,7
"RDUMbyno,IULDspef,17",12
"PRouQXKvW,GIflHOBmN,17",25
"JCWueo,SLFdnx,9",17
"AOXjSCKdVJhkJrXzSI,GUDpYIQjBPnqPx",16
"AgY wYkU,F",22
"szoqlkkvPGseyaVdt,bixzutteYPbnhjEmc,9",12
"V CXT,L SNJ,16",15
"lhNwPyLoXB,njPyRaNqZD,2",19
"PrZNGUrilGlWDzOZCeke,QsAOHVsjmHmXEa",8
"dQwQjA,wJpJcT,19",16
"MaoZnJwKH,YmaLzViWT,12",11
"gs Re,am Ly,20",19
"MsfuP,SylaV,6",2
"gnQCDiqy,zgJVWbjr,19",7
"mqbAXwiQoyA ,k",12
"vGPOVRRSwPxq,lWFELHH",15
"kSVLvONp,rZCScVUw,7",4
"uNUKWzgWDQmAaIu,oHOEQtaQXKgUuCo,20",25
"MU VRS,JR SOP,23",12
"bNQNNPKBRRhLwV,jVYVVXSJZZpTeD,",14
"wRsCKGlvkPJOMjeW,iDeOWSxhwB",7
"sdUscGwrexmRY,xiZxhLbwjcrWD,5",19
"hcWQiBgdhFUzCHsUMXJT,bw",6
KyejmRDzSsO,15
"fhlSahUetN cRBYW,suyFn",20
"IGeVvMGRIdMjMGNPEN,NLj",25
"jPFLcPO xILKrr,iOEKbON wHKJqq,25",24
"fhjJNLQcoSvLPt,yacCGEJvhLoEIm,19",11
"CDFOwGpsCMy,ABDMuEnqAKw,24",11
"WFKgAp,OXCySh,18",10
"MgDHN ,LfCGM ,25",13
"EadgQWtvIz NcS ,",4
"lPuZvMFmtcvNRl,eInSoFYfmvoGKe,19",6
"pLrpXswthfOPP,oKqoWrvsgeNOO,25",14
"Xd iFziB,Rx ",19
"umuSECGiCbDZhvMO,phpNZXBdXwY",16
"oLT wtyCZl j,lIQ tqvZWi g,23",20
"XVfEjaBIE IoWGemp,HFpOtkL",16
"IdUOqA,WrICeO,",25
"SiszulYFuvrLJk,ZpzgbsFMbcySQr,7",14
"KfCsVBKNYahq,WrOeHNWZKmtc,12",14
"tGMFkyWQEhocsM,q",22
"kQjZW oV a,aGzPM eL q,16",15
"PeZLVeIUIesTXMiOCE,ApKWGpTFTpdEIXtZN",16
"qUnNFGLCsMSTemkJ zzb,vZsSKLQHxRXYjrpO e",18
"xapBDgBEYAiNlViyut,cfuGIlGJDFnS",5
"fZUxhEJnkTkl,nHCfpMRvsBst,",9
"J CoR,Q JvY,7",11
"nJIZcVKv,mIHYbUJu,2",18
"YpIljtnyrJuyVLncqx,Md",11
"zxcPUvITPMCVR,jhmZEfSD",8
"QlozJZBvpxlGbLmOxJ,ZuxiSIKeyguPkUvXgS,9",4
"hoBGCwqXsxwz,biVAWqkRmrqt,20",18
"nOrCWNfZlwq,kLoZTKcWitn,23",21
"NTacLySvmpcLYbomY,HNuwFsMpgjwFSvigS,",2
"QZVhzj,SBXjbl,2",16
"aXMSrEC,tQFLkXV,19",16
QCPEIAJTkd,5
"ULZVz aCZBCrF,HYMIm nPMOPeS,13",1
"aorgoSVSJeg,thkzhLOLCxz,19",18
"BrnSpmI,OeaFczV,13",15
"uMRYaaghb,",17
"C ErigQsFrYduzRqhx,M ObsqAcPbInejBarh,10",7
"RUSuegzvMPhrXFtt ,SVTvfhawNQisYGuu",25
"cTtTrLDJrwhd,uLlLjDVBjozv,18",7
"OcwbdmMkQDHwnOsBXMW ,CqkpraAy",1
"QirFlCyDJdO,AsbPvMiNTnY,10",21
"WlkztBmoHfCx,IxwlfNyaTrO",23
"UTHilXIkXiOAkMbK,SRFgjVGiVgMYiKzI,24",21
"lIvrfcUOVenzcpNBCAF,zWjf",24
"disCS,wblVL,19",19
"rFuNj,aOdWs,9",11
"MVrhuXUiqIXCR,DMiylOLzhZOTI,17",18
"WrZCSKKLrJieGVQrL,GbJMCUUVbTsoQFAbV,10",25
"NTXLYefAy,QWAOBhiDb,3",19
"itmCBYSksywSOZxTt,fqjZYVPhpvtPLWuQq,23",6
qqFM DEzxWpuqJ,13
bkBKoqPjHNxhFxxxqur,12
"D OStew,B MQrcu,24",11
"qeXfgvNOjwomeRUESV,rfYghwOPkxpnfSVFT",25
"dXlbDaYUxasPxLmCsdbu,hBpfH",5
"zjDEDMYIQ auYdNGb,oySTSBNXF pjNsCVq,15",4
"pRAetnDtEb ylZ,eGPticSiTq naO,15",7
"QZrQYtOcLezrz gNT,DMeDLgBpYrmem tAG,13",11
TAsDHgafTdu,19
"bLwSEPrnPiHr,kUfBNYawYrQa,9",5
"PT MBYJhcSVC,BF YNKVtoEHO,12",20
"YDlKDZaDQSbaTXNAhipZ,PUcBUQrUH",3
"EYZKahhpyHaMdEh,NHITjqqyhQjV",20
"KRTDeTT,JQSCdSS,25",14
"ShFgenaAtF,LaYzxgtTmY,19",17
"phybYIQVAYONORE,kctwTDLQVTJIJMZ,21",13
"uINUiImG,gU",8
"ksiuPhSLWIBOymvl,pxnzUmXQBNGTdraq",18
"fBWWgsfsatFHAzLLJERH,nJEEoana",2
"fWTRLdPU YCECv,wNKICuGL ",1
"AMNusivj,BNOvtjwk,1",3
"gmyxzxxDGklL,jpbacaaGJnoO,3",21
"kPfNmVoL,pUkSrAtQ,5",5
"KgFebAgCcyIDKwA QE,JfEdaZfBbxHCJvZ PD,25",7
"YsdYfZU,MgrMtNI,14",5
"IUkUHnbsWQ,AMcMZftkOI,18",7
"kcrbmTrFbCivhnBTT,metdoVtHdEkxj",16
"fjiLGNjNfpsblyLZImG,rvuXSZvZrbenxkXLU",5
"XhShWgC, MwHwLvR,15",17
"jpVHFynbcVGunCzkx,fl",11
"EYhZhr,SMvNvf,14",18
"eipQyKOcpARdFTk,kovWeQUivGXjLZq,6",13
"cTKQOUblOYmotcIihTX,kBSYWCjtWGuwbkQqpBF,8",21
"kf qyhWmUdunmfYdG,av goxMcKtkdcvOtW,16",11
"BnyArCXLiUS,AmxZqBWKhTR,25",10
"mRSbyOyvz,cHIroEolp,16",6
"UBQJTp aSFMxdDbqRxD,MTIBLh ",23
"NQAgKhGC,ORBhL",11
"HofeHmM,BizyBgG,20",3
"aBGdGKM TcBdrtRY,lMR",16
"UynZmaJboPo YEWU,SwlXkyHzmNm WCUS,24",12
"ZJIEUnjWAIMtT,FPOKA",2
"YUQ MSjfrNVY,KGC YEv",17
"EByHCZuEJobYkdvACT,ROlUPMhRWboLxqiN",20
"gKuYZb,aEoSTv,20",23
"IldKkMnEszSeqsatFz,G",19
"tUYyor,oPTt",13
"MGpmCuFUoPngbeEGE,",20
TUmpewirBjVTDbc,1
"HigAeXWATWpne,NomGkDCGZCvtk,6",4
sxQoPiffkyVyJEI ,4
"WknaIBUSuhb  cSw,EsviQJCA",21
"RJErKCcZ PxJHRZmcS,QIDqJBbY",15
"SZsEV,LSlXO,19",6
"YmWpYOGzLlWOn,BpZsBRJcOoZRq,3",15
"AfTOPcaNnMZ,MrFABomZzYL,",23
"sRCEdtMpi,uTEGfvOrk,2",4
"dDMVZjBYXDKRChY,iIRAEoGDCIPWH",10
"ZVeytTGkHJrDk wlvrz,IEnhcCPtQS",20
"RAoYxwyxTSovJudMCdaj,QZnXwvxwSRnuItc",20
"tivmcxVScT sGu,c",3
"yHDEnr,nWSTc",3
gWCTGXiIzXUbv,5
YOtOfkMMeiUq,15
"BlhqfRAjMgIrFdqcGTLJ,TdzixJSbE",23
"CYlrnHqO,SObhdXgE,16",17
"dPceiJUCx,",2
"HriidhCl,K",20
"Pp pUlj,Hh hMdb,18",12
yu LHPHfszw,13
JFvZubQ xeb zbkz,18
"dRefA,nBopK,10",8
"ojWLqOYIJ d,niVK",12
LWwyIxxPEc,22
"gWuFKgOb,wMkVA",20
"mOcrZAwHvI,zBpeMNjUiV,13",18
"Wk QRd,Hv BCo,11",9
"MAaPqIAX JeXMY,DRrGhZRO AvODP,17",18
