Plaintext,Ciphertext,Shift Key
BlSgNOfEgyrZUyffMe h,JtAoVWnMogzHCgnnUm p,8
sprIyOKySZouOctN,urtKaQMaUBqwQevP,2
UCpGoq,JReVdf,15
gqveEZGDLqAlyYpXf,zjoxXSZWEjTerRiQy,19
YjgNatVuPok,TebIvoQpKjf,21
xjMTMVMIzjdAEUH,gsVCVEVRismJNDQ,9
FGnAj,HIpCl,2
qjhgXEygZYSU,unlkBIckDCWY,4
CkhuHbvbIK,UczmZtntAC,18
eLMzODikiKVLwhKT,dKLyNChjhJUKvgJS,25
ZyVAveoKIRT,LkHMhqaWUDF,12
SwkJxcRVZ,TxlKydSWA,1
yduNPuj,fkbUWbq,7
YmszEfVAu,VjpwBcSXr,23
YBeCd,EHkIj,6
PCMwrcglek bzr,UHRbwhlqjp gew,5
JKjeewDPxUHTcD,IJiddvCOwTGSbC,25
WDLsQeJc,CJRyWkPi,6
AuZZk,KeJJu,10
VFgLquPfo,EOpUzdYox,9
mXZTfnjasWLQYHytbo,sDFZltpgyCRWENezhu,6
HdYjYOYdijYwRyaSB,BxSdSISxcdSqLsuMV,20
CkQkreLX,RzFzgtAM,15
LPDrDSliC,EIWkWLebV,19
bASZgfg,fEWDkjk,4
eEqYaiuqvn,mMyGiqcydv,8
OvblVRTKnekhojft,VcisCYARulrovqma,7
OFyhg,FWpyx,17
obyfkByrLs,tgdkpGdwQx,5
OwIJsgjWzVWILLK,JrDEnbeRuQRDGGF,21
WbCDdGlfEMVJAHeXY,AfGHhKpjIQZNELiBC,4
mTKXZkOYEgvieqZ,nULYAlPZFhwjfrA,1
EsZfujL,XlSyncE,19
DnudHir,NxenRsb,10
JHZOj,MKCRm,3
hkhaFrRkoPgbo,vyvoTfFycDupc,14
EHMvu,KNSba,6
xusnhrWe,romhblQy,20
CXIlGVgGNeCZuF,HCNqLAlLSjHEzK,5
ZUgwlmQspzxYYzAXIi,MHtjyzDfcmkLLmNKVv,13
NBWnChjG,KYTkZegD,23
arDNfZARMHR,xoAKcWXOJEO,23
SiZehCGgJUKkSDyRQyLS,FvMruPTtWHXxFQlEDlYF,13
  niFAgr,  toLGmx,6
ImCdPBAmGJcUbD,OsIjVHGsMPiAhJ,6
w BvlPYd,y DxnRAf,2
PIz x,RKb z,2
UDwmKp,HQjzXc,13
iytAYznyogTCBm,jzuBZaozphUDCn,1
ztbjBuRKs,mgowOhEXf,13
gZTUlW,bUOPgR,21
XGgoGrHW CXitfbqKHXR,BKksKvLA GBmxjfuOLBV,4
leFjazUiHyRGbuxUKk,ohImdcXlKbUJexaXNn,3
FmGsqebaCrLys,ElFrpdazBqKxr,25
gzFpizGRmmzciv zr,kdJtmdKVqqdgmz dv,4
eDfPt,cBdNr,24
pfT gFZqrJPBdJC,fvJ wVPghZFRtZS,16
hUXAJypPT,gTWZIxoOS,25
kVKBCafKN,gRGXYwbGJ,22
NJelsaxHidvzunR,IEzgnvsCdyqupiM,21
omSlAXV,fdJcROM,17
YETVajEATrTAhCMtY,BHWYdmHDWuWDkFPwB,3
HOwqmZVcvDoz,DKsmiVRyrZkv,22
NQLFCdsz,WZUOLmbi,9
hdfryzHdQhyMlQT,vrtfmnVrEvmAzEH,14
ZnjSezCU,NbxGsnQI,14
EhhfSnbas,VyywJesrj,17
ZGrCcQVwio,GNyJjXCdpv,7
rzHJPyyzLQ,emUWCllmYD,13
dKQCrrCRR qmhc,zGMYnnYNN midy,22
wmDSdfth,dtKZkmao,7
WxmRCZ,ZapUFC,3
HoZlyliEc,IpAmzmjFd,1
jNTIDQGCznymEiwb,xBHWREUQnbmaSwkp,14
uDDWEGsZShoYZpbdDU,yHHAIKwDWlsCDtfhHY,4
wOkMOl,jBxZBy,13
aGlSjvwnAXGVeIRNrt,hNsZqcduHENClPYUya,7
UqnKVoKkw TXIZVRbKm,NjgDOhDdp MQBSOKuDf,19
KMqpVAJXNVidEttGQOym,RTxwCHQEUCpkLaaNXVft,7
GTitcQxYJeWvXu,UHwhqElMXsKjLi,14
l okHREBMQOKdSQzq,t wsPZMJUYWSlAYhy,8
rMujGYRQkiNxvw,sNvkHZSRljOywx,1
zGdYUMBnPUSKmxkPq,bIfAWODpRWUMozmRs,2
BR wLMGyXeLG,UK pEFZrQxEZ,19
yiDSfrvaPEZn fhV,pzUJwimrGVQe wyM,17
SmcNBMbvCcfsZsYvwxt,MgwHVGvpWwzmTmSpqrn,20
ZWNwsEitNwTmr,LIZieQufZiFyd,12
LKTXSgNNQg,FENRMaHHKa,20
A RNtsCkSMy,B SOutDlTNz,1
UHdIcrfgXHjKa,YLhMgvjkBLnOe,4
TtGvHEw gWQzVJWxFoLm,ZzMbNKc mCWfBPCdLuRs,6
 RIpL, ARyU,9
XfBAYrEatkQPL,KsONLeRngxDCY,13
gVgEANi,tItRNAv,13
hejvjsdexx khZLGXZQP,olqcqzklee roGSNEGXW,7
nDnqklRlCZLjw,bRbeyzFzQNZxk,14
LfmnASDheKgVxfqg,HbijWOZdaGcRtbmc,22
dPgLJAPzW Kce,bNeJHYNxU Iac,24
RQmGBMX,EDzTOZK,13
COcM yar,OAoY kmd,12
LZxNrlA,DRpFjdS,18
bEmkbGFA PUd,rUcarWVQ FKt,16
EykK vK,DxjJ uJ,25
yhSIGKIDM,nwHXVZXSB,15
IKTLtTrHi,VXGYgGeUv,13
qJdZQHrQ,oHbXOFpO,24
lxGGimiYqzZOZdp xq,dpYYaeaQirRGRvh pi,18
vkYaLv kJrGKPbarQeD,mbPrCm bAiXBGsriHvU,17
uNOBb QWMuowh,sLMZz OUKsmuf,24
ibwUS,havTR,25
ShmUNevRDU,FuzHAriEQH,13
dbKpuoGy,zxGlqkCu,22
RyTlnzSxj,ElGyamFkw,13
MRSoBoPmoTfVlgks,WBCyLyZwyDpFvquc,10
sVYoKFdjHThNRex,aDGwSNlrPBpVZmf,8
mIWewE,zVJrjR,13
rARCIBvQZ McBR,jSJUATnIR EuTJ,18
jBkS qHJwIuvfvHTjiZw,wOxF dUWjVhisiUGwvMj,13
rujZDGx,twlBFIz,2
th jspCOtDINeGoOiYr,xl nwtGSxHMRiKsSmCv,4
jwGFpLctjKHefLudoCVQ,boYXhDulbCZwxDmvgUNI,18
SbKELK,DmVPWV,11
quWLGVNnY,imODYNFfQ,18
yJlGeRlbGbSCmJNb,lWyTrEyoToFPzWAo,13
lNHIMDFpAN,cEYZDUWgRE,17
qgCmGGOuzT,ukGqKKSydX,4
sNUQAvmMQXrBVMlh,lGNJTofFJQkUOFea,19
gfvgvKqUKliqbqWzhYOi,ondodSyCStqyjyEhpGWq,8
ZsjaoRUcoFwVotKDRPKM,KdulzCFnzQhGzeVOCAVX,11
SRhXixhbHikWnHK,WVlBmblfLmoArLO,4
FtuuX,ThiiL,14
AqaYl,UkuSf,20
aupKg,dxsNj,3
vghpYvBQVx,ozaiRoUJOq,19
YpcQhAwHQfrVktbAqiCX,VmzNeXtENcoShqyXnfZU,23
HLjMhc,UYwZup,13
MecPpHR,VnlYyQA,9
daMyuitOPSa,vsEqmalGHKs,18
iZDqahxBEbcLmIvrulA,hYCpzgwADabKlHuqtkZ,25
tMMYAzaebuZlQZw,eXXJLklpmfKwBKh,11
SBNzrF,FOAmeS,13
aGkS tfLJUCsG,hNrZ amSQBJzN,7
xBFXpXmXUaJAYKWdP,zDHZrZoZWcLCAMYfR,2
YuZwrNVurfs AJNoq,FbGdyUCbymz HQUvx,7
HXPieXnyPuLwSZ,FVNgcVlwNsJuQX,24
DOXzwPqIscVUnLqV,NYHjgZaScmFExVaF,10
vRuUDm Yt,wSvVEn Zu,1
PZOIB ZlCSTU,RBQKD BnEUVW,2
pE yG,sH bJ,3
miDYGvXS,xtOJRgID,11
wdbaASLXnNmGRfStl,fmkjJBUGwWvPAoBcu,9
HdvjGHygwspuZny,WskyVWnvlhejOcn,15
PYbfUvSwMAQ,FOrvKlImCQG,16
RinMJaZ,JafEBsR,18
stmEYPmXZ u,xyrJDUrCE z,5
uxmCpLtuTtVB,xapFsOwxWwYE,3
zaxzTaeWiCiYLlZtR,xyvxRycUgAgWJjXrP,24
oTwZQfEPgUGRgE,hMpSJyXIzNZKzX,19
qxKYYcZ,cjWKKoL,12
gwgZBuQObXTHeFdu,wmwPRkGErNJXuVtk,16
hWG jkdQTqv,kZJ mngTWty,3
dJNbOk,yEIwJf,21
ftGKeSs,aoBFzNn,21
wVReipjLNice,lKGtxeyACxrt,15
YDFuEwz,MRTiSkn,14
UYapbQLn,MQshtIDf,18
iIbhgtiKsRddS,dDwcbodFnMyyN,21
DiiSRVZ,VaaKJNR,18
POXksNh,MLUhpKe,23
oRQihlqGB,gJIazdiYT,18
qqqScWFDlocpcdXyN,yyyAkENLtwkxklFgV,8
NaRsIlMVnWrCdXceWP,CpGhXaBKcLgRsMrtLE,15
FqITcMNxrKHqnuWNAq,CnFQzJKuoHEnkrTKXn,23
UydoayVrGqFmpzTIG,NrwhtrOkZjYfisMBZ,19
RlgvnWXkn laZen F,HbwldMNad bqPud V,16
U VclKhisaoHhQ,O PwfEbcmuiBbK,20
pKwkdBEZlr Xdjr,yTftmKNIua Gmsa,9
ZyFSEoHEvb,XwDQCmFCtz,24
dKCqTExb,yFXlOZsw,21
LtTgjlhQ,DlLybdzI,18
tKSgCQrJJpmWNxdG,bSAoKYzRRxuEVflO,8
EETMDRQlGi Rop,KKZSJXWrMo Xuv,6
nmWPvpuAShiHRFo,kjTMsmrXPefEOCl,23
mrrmMlVx HOhlFbblE,inniIhRt DKdhBxxhA,22
K umC,C meU,18
PaoyMZ,TescQD,4
zVkEyq elEaXZPh u,vRgAum ahAwTVLd q,22
LDuchPeFWzCoHSiwAUdj,RJainVkLCfIuNYocGAjp,6
LIEMLTweOkSNugNsDze,ZWSAZHksCyGBiuBgRns,14
adEFQ,vyZAL,21
ylEetfzZVHdtjL,zmFfugaAWIeukM,1
ivQrPt O,tgBcAe Z,11
cXfgHVbkRzHBSCBwnvVK,pKstUIoxEmUOFPOjaiIX,13
sETEklW p,vHWHnoZ s,3
mgCoRUvezPIgYJS,wqMyBEfojZSqITC,10
JLxMHEbYnj,TVhWROlIxt,10
wcoHa,ekwPi,8
oWNdFHRxLZHiad,vDUkMOYeSGOphk,7
jKRAGtqDxK,vWDMSfcPjW,12
KJmUdIqfsfgKxPtPOx,ZYbJsXfuhuvZmEiEDm,15
zcDlv,gjKsc,7
ItLAP,JuMBQ,1
mcxYZZjQgwjLpG,hxsTUUeLbreGkB,21
CYpJhvtvqCswljHsUnAW,AWnHftrtoAqujhFqSlYU,24
MZAtjceHkJEzeY,FSTmcvxAdCXsxR,19
yYgkedZbIvi,lLtxrqMoViv,13
rlUmAWM JKBFFBbM,pjSkYUK HIZDDZzK,24
XSTciGKnwzfIBfFbVhS,IDEntRVyhkqTMqQmGsD,11
OsauLh ,JnvpGc ,21
NxwGyGWQHdtHtovsIJ,GqpZrZPJAwmAmholBC,19
yVunwYryB,sPohqSlsV,20
TbtPoWRnrnoGvV,EmeAzHCycyzRgG,11
WG uPjBWkazPUFk,MW kFzRMaqpFKVa,16
PfIyUZgJk,BrUkGLsVw,12
pZJC XMJi,aKUN IXUt,11
hNBBsugzqmP,sYMMdfrkbxA,11
NJpf LOw,SOuk QTb,5
dGNZnVUUvwLKdcdedkvL,nQXJxFEEfgVUnmnonufV,10
KjXnXJRigXdVbCp,NmAqAMUljAgYeFs,3
cucOkeE,xpxJfzZ,21
OvfZUiqm,XeoIDrzv,9
NzYuZA,DpOkPQ,16
wZaCKXhQNRbBRMboMy,oRsUCPzIFJtTJEtgEq,18
fuanELuyKru,hwcpGNwaMtw,2
tEQxVCPrUmWZyjINHjC,cNZgELYaDvFIhsRWQsL,9
Yntym,Apvao,2
VhZkbYHxfhnzaVbRKIk,BnFqhENdlntfgBhXQOq,6
hzeZqbYEoU,wotOfqNTdJ,15
ojXIbpSLYWjtDoSappY,bwKVocFYLJwgQbFnccL,13
plTKkZGVKbLDX ,vrZQqFMBQhRJD ,6
tAiZafmYT w YD,dKsJkpwID g IN,10
XvzFDL,VtxDBJ,24
fZTKxKyHGxIoPZTo,gAULyLzIHyJpQAUp,1
PRZbbsKIwL,QSAcctLJxM,1
NUguH,CJvjW,15
XsXOnfJ,VqVMldH,24
SKUtTqgDrm,OGQpPmcZni,22
uTlBKSNrMtG,xWoENVQuPwJ,3
GVanWFqAJK,BQviRAlVEF,21
ePUIizTYLqcNHsdmanF,aLQEevPUHmyJDoziwjB,22
tWMH vGB,dGWR fQL,10
RzxpZYPJT,JrphRQHBL,18
YDSqWLAnHxSM,OTIgMBQdXnIC,16
HwBERLwluNGwifnb,WlQTGAlajCVlxucq,15
wFkgESmD,bKplJXrI,5
HOQJgvPrFN z,JQSLixRtHP b,2
FWugVGKiMg,WNlxMXBzDx,17
MfssacmKuRUMUeQhE,BuhhprbZjGJBJtFwT,15
eKCNuvEGuwWcuekSYjYu,cIALstCEsuUasciQWhWs,24
FfkZS CZYo,WwbQJ TQPf,17
zZpDU,aAqEV,1
MAyEto,KYwCrm,24
xSSAzx,uPPXwu,23
HJSTnsGgar,KMVWqvJjdu,3
ytAHCCcJMvEbztkldKg,pkRYTTtADmVsqkbcuBx,17
lfuKQAbwghGqm,wqfVBLmhrsRbx,11
 xgGjpHD, luUxdVR,14
qbuGP,epiUD,14
ceKkLTT,vxDdEMM,19
VjtIi,PdnCc,20
FSwHTvb,GTxIUwc,1
lJGzHsZ,mKHaItA,1
vZYvYpDraj ,oSRoRiWktc ,19
mvkioeTMGtdmYeClrcW,nwljpfUNHuenZfDmsdX,1
gkYgY UNccLhuifNdNn,bfTbT PIxxGcpdaIyIi,21
UOyYdMXOzJHIluT,JDnNsBMDoYWXajI,15
RHZKurkwLxWuAKeOs,LBTEoleqFrQoUEyIm,20
GDkMUHfz,ZWdFNAys,19
AGsbBNLl,PVhqQCAa,15
koHOzWwsLT v,xbUBmJjfYG i,13
JFVdDBCt,AWMuUSTk,17
EhDUfQBWRSYvEPPZYx,YbXOzKVQLMSpYJJTSr,20
GnZJEAGDJRWXsJ,KrDNIEKHNVABwN,4
iOggkwQsCHwEVmZbQe,oUmmqcWyINcKBsFhWk,6
XLZNCHPsqjnglTNDiqF,QESGVAIljcgzeMGWbjY,19
xCO ERDTcKB,oTF VIUKtBS,17
PKIAZtl,VQOGFzr,6
OQlbS,WYtjA,8
uECghoPFDDDrku  aWi,tDBfgnOECCCqjt  zVh,25
GoZVfxsZibCrDclytVqu,DlWScupWfyZoAzivqSnr,23
QK kQKgpfdLjmxIMTqxc,TN nTNjsigOmpaLPWtaf,3
DxQtepxFpUmY,LfYbmxfNxCuG,8
 CvmgnoEvzRnPjpNpnUY, TmdxefVmqIeGagEgeLP,17
IwRinvbAHNnM,SgBsxflKRXxW,10
zBaxHPddTLyhZS,dFebLThhXPclDW,4
YMKzg,KYWls,12
XwJIJCwz,IhUTUNhk,11
sulIxhZu,priFueWr,23
SWQpOAwds,UYSrQCyfu,2
OEadaSIy,QGcfcUKa,2
OfmgJzufL,YpwqTjepV,10
cmCqSlrvhUdSgdtVm,kuKyAtzdpClAolbDu,8
QYMDC,EMARQ,14
BGGku,AFFjt,25
 DDbiRYKABwM, GGelUBNDEzP,3
PouOE,UtzTJ,5
ybsWR,rulPK,19
KwVEDMLMddtkd,EqPYXGFGxxnex,20
gAPcwDohYgA,jDSfzGrkBjD,3
kHWyCNL,gDSuYJH,22
qdWotTXzuDD,uhAsxXBdyHH,4
XmPvUTNZzi,HwZfEDXJjs,10
kRCAXKIUidITAGy,vCNLIVTFtoTELRj,11
HQnSZBjePticoj,NWtYFHpkVzoiup,6
YHHKoitaVeVi bYhnbP,WFFImgryTcTg zWflzN,24
MnnlMCZChzXqHDaxLbeO,VwwuVLILqiGzQMjgUknX,9
 FcDNXizYjIZP, AxYISduTeDUK,21
qFqSeqTwQG,yNyAmyBeYO,8
hZpNC,lDtRG,4
PFXqcfF,SIAtfiI,3
RAVWDfCUEHWhIygWcb,OXSTAcZRBETeFvdTzy,23
bGadTTJyYQS,sXruKKApPHJ,17
OHhiwCiqxucP,FYyznTzholtG,17
dbgeEhw,igljJmb,5
YgYABLgkRqurYXsQNoJL,OwOQRBwaHgkhONiGDeZB,16
yqbvU,zrcwV,1
NeNSH,VmVAP,8
ahrYm,xeoVj,23
QkDXZRwmE,BvOIKChxP,11
meCjIoorKjSz,skIpOuuxQpYf,6
mKVyOISCrZ,eCNqGAKUjR,18
rtODAtm DzgmZ,yaVKHat KgntG,7
vhOUTSg,nzGMLKy,18
vEftjwJsRRgtWCfdfZDs,lUvjzmZiHHwjMSvtvPTi,16
MKteWGi,TRalDNp,7
BZg c SV MjqWOolUG,ECj f VY PmtZRroXJ,3
QOokwSIX,XVvrdZPE,7
EvcHnYKPyAjiYiv,ZqxCiTFKtVedTdq,21
yiWfvwFiLMNisMbM,blZiyzIlOPQlvPeP,3
pryqVasZBVd,xzgyDiaHJDl,8
ZWajDj,ROsbVb,18
jJkuQUosJ,xXyiEIcgX,14
ekBZPcMVEDflsfldjait,vbSQGtDMVUwcjwcuarzk,17
fTTLYpiJPTnb,vJJBOfyZFJdr,16
idpwZnIocbnTOwRDUdV,hcovYmHnbamSNvQCTcU,25
atcpzjzNI,zsboyiyMH,25
dgSmqPuwUjXsUvO,psEycBgiGvJeGhA,12
ZeosjnRQym,AfptkoSRzn,1
UBezDYGOinNXvGRNrk,LSvqUPXFzeEOmXIEib,17
t doQGQF,v fqSISH,2
YrKpHQFDuPMgAtnt,AtMrJSHFwROiCvpv,2
WPtvUY mlPPCPRSm,YRvxWA onRRERTUo,2
nQjYvVAC,qTmByYDF,3
YGuBQmQyGsmjaUnGbxZ,BJxETpTbJvpmdXqJeaC,3
HUpdtpowzHufsl,CPkyokjruCpang,21
dogXfOPTA YBW,cnfWeNOSZ XAV,25
yIaIOspPTo,gQiQWaxXBw,8
YhMXHNKAJFyf,ClQBLROENJcj,4
ADIjH,CFKlJ,2
qFhWmBpEOcYGFOSk,wLnCsHvKUiEMLUYq,6
sNJGauHPg,fAWTnhUCt,13
UmONfCfRVhTOzXCxJatm,NfHGyVyKOaMHsQVqCtmf,19
hlUbIy,jnWdKa,2
tkZIJCN,wnCLMFQ,3
Bpvrkc,Esyunf,3
VQzNgvEUPgEn,EZiWpeNDYpNw,9
oAEmbpFEVOuRV,qCGodrHGXQwTX,2
goGeGxRYPNxLGMjv,jrJhJaUBSQaOJPmy,3
uInTuzyIwFNL HaH,kYdJkpoYmVDB XqX,16
tLM NyjegpVfzgtO,jBC DozuwfLvpwjE,16
GripvYcnMxyxY,BmdkqTxiHstsT,21
RxnTysnIgj,VbrXcwrMkn,4
YPEDtFBoNkHXIGm,ARGFvHDqPmJZKIo,2
DvegcQAUbmpFlsZDO,AsbdzNXRyjmCipWAL,23
oQjqVt,xZszEc,9
GxKiUhwHywHBiDjzaOE,JaNlXkzKbzKElGmcdRH,3
AAdJAMW,NNqWNZJ,13
HRzvU,EOwsR,23
PxclaXSxZYMxDtNMksw,IqvetQLqSRFqWmGFdlp,19
MIPEqorA AfqfCJl,IELAmknW WbmbYFh,22
EWUpWPCx,KCAvCVId,6
bQxfP,fUbjT,4
hoRyGRFHHDOKpFk,pwZgOZNPPLWSxNs,8
txGvqdBgDz FUXpBtSZ,swFupcAfCy ETWoAsRY,25
tnEuWptUCKyGopSDcc,keVlNgkLTBpXfgJUtt,17
OlnUOeCyLW,MjlSMcAwJU,24
ETGmI,KZMsO,6
ecIzNNZSjekqjSAIF,kiOfTTFYpkqwpYGOL,6
iLQWlnsnlTUj,pSXDsuzusABq,7
YeTWFkmWnfwriFmNjZ,LrGJSxzJasjevSzAwM,13
WPJAw ,RKEVr ,21
KvihcoyOr,PanmhtdTw,5
RlXWcucQGPghX,DxJIogoCSBstJ,12
KeXzeGjrXnboeNhCR,NhAchJmuAqerhQkFU,3
pQT rBigL,yZC aKrpU,9
USgMIO,CAoUQW,8
lGdqfkLBFpFIBIZXCsSF,oJgtinOEIsILELCAFvVI,3
psFwPktuuR JWqzrFas,ruHyRmvwwT LYsbtHcu,2
pKxoPmnIP,oJwnOlmHO,25
XTWubzzsiJPXg,YUXvcaatjKQYh,1
ZgCUAZDglBZ,CjFXDCGjoEC,3
AQYKZvcKB,BRZLAwdLC,1
YMyFu,IWiPe,10
ljJjYndVyRugVQbItg,omMmBqgYbUxjYTeLwj,3
npkBFwXlWCqcJdgG,ikfWArSgRXlxEybB,21
TLywGSCSBXTWlVKDOD,BTgeOAKAJFBEtDSLWL,8
UQoxEcZukh  owBEc,WSqzGeBwmj  qyDGe,2
lFPnfuThiowvSatS,tNXvncBpqwedAibA,8
ehzVXdXfTQxqns AT,jmeACiCkYVcvsx FY,5
ZmYMJTWePOM,XkWKHRUcNMK,24
dz WgyOHXRNZWnYOQBq,aw TdvLEUOKWTkVLNYn,23
pHCxVFsrOog BjzQlVz ,sKFaYIvuRrj EmcToYc ,3
CLNjOxkzAvQaZPQv,VEGcHqdsToJtSIJo,19
dYcwoTrkbHvozk,vQuogLjctZngrc,18
XnxhJohgaoZiukKbK,OeoyAfyxrfQzlbBsB,17
XDFzJNmAomI,KQSmWAzNbzV,13
eZPywGnZitQ hHGgfPeC,mHXgeOvHqbY pPOonXmK,8
J WaNGFwiFAFkYX,N AeRKJamJEJoCB,4
trxFbY,pntBxU,22
HEpdUxG,TQbpGjS,12
kxlKXaPeT,mznMZcRgV,2
paxqBLP,ufcvGQU,5
ZcQodd uhuMifxCGi,RuIgvv mzmEaxpUYa,18
OYksCJJuvDwxEoUhOoY,FPbjTAAlmUnoVfLyFfP,17
euStVGRHK,tjHiKVGWZ,15
yVlxStJ,gDtfAbR,8
ZlovTWLOj Bl,TfipNQFId Vf,20
JIoKEk,HGmICi,24
NDaXLqc,AQnKYdp,13
XYjKz ,KLwXm ,13
HvqnHJxmNorFCHynUI,MavsMOcrStwKHMdsZN,5
ehAwHfCuc,xaTpAyVnv,19
QRcPQlrM,MNyLMhnI,22
aOftAadQYpYQXpqlQp j,hVmaHhkXFwFXEwxsXw q,7
sdoXhyqcJEsmSu,xitCmdvhOJxrXz,5
 fqjNSqqzYHNF, itmQVttcBKQI,3
qVCeEuHMviHHolL,kPWyYoBGpcBBifF,20
wpIc RY,zsLf UB,3
KELYqzsj pAg,ZTANfohy ePv,15
aHiKPXjHPTfwo,wDeGLTfDLPbsk,22
WnhFVhqSLHtKnvRcr ,QhbZPbkMFBnEhpLwl ,20
OAvPOCQJpXVtxhlzxqz,VHcWVJXQwECaeosgexg,7
iSyE MGkEgXHR,vFlR ZTxRtKUE,13
CMfgQSymdNoJMqdVQ,LVopZBhvmWxSVzmEZ,9
YGYMVQ,BJBPYT,3
R kBxKWwapekzI,S lCyLXxbqflaJ,1
IlVpGfQnqTQWANGH,CfPjAzKhkNKQUHAB,20
BsgzOSxbDvFtgdiaqQ,KbpiXBgkMeOcpmrjzZ,9
ydxKfcDN ALm,qvpCxuVF SDe,18
nDVTmN,eUMKdE,17
BTLOo,WOGJj,21
LHIgCGGKHyz,XTUsOSSWTkl,12
kCpeQDqwLNj,cUhwIVioDFb,18
tlDjjj d,btLrrr l,8
fxTVRzCnAjdWkhFPYt,gyUWSaDoBkeXliGQZu,1
JgGvK WFwCLsEweLKouv,ByYnC OXoUDkWowDCgmn,18
Qegdh,Rfhei,1
UmcTzABmTKfeocOB,VndUaBCnULgfpdPC,1
jVKLvE,sETUeN,9
caKgBSSGQslcuopUHM,xvFbWNNBLngxpjkPCH,21
AqbcUHNENjTHQ,EufgYLRIRnXLU,4
BMpfWmwLEueiT,WHkaRhrGZpzdO,21
NgeJYuZTCQLSsVZyHc,TmkPEaFZIWRYyBFeNi,6
iYqXWVJLMrYZE,yOgNMLZBChOPU,16
Xr pCTicJzcOyUjjujd,Jd bOFuoVloAkGvvgvp,12
NqLzYNVExLkgUEWTi,IlGuTIQZsGfbPZROd,21
gsjfVnlLSUQefgb,kwnjZrpPWYUijkf,4
SsOjlqYyVyJkYBmj,KkGbdiQqNqBcQTeb,18
qP WBIN,gF MRYD,16
MdSrfL,BsHguA,15
DsGucXmIJytAhCknk,TiWksNcYZojQxSada,16
ntGlqGRpAiXGmywEG,zfSxcSDbMuJSykiQS,12
bhVxFjWAgaMBkxVZB,ouIkSwJNtnZOxkIMO,13
fLamYgUTxKNnuI,hNcoAiWVzMPpwK,2
NRWRugqqnpVnR,AEJEhtddacIaE,13
GzEzfaYXkmonsg,PiNiojHGtvxwbp,9
jVYShHRJOlbmU,zLOIxXHZEbrcK,16
adlMmMyfzSE La,ybjKkKwdxQC Jy,24
iXhnabc VD,lAkqdef YG,3
sHvUAf,qFtSYd,24
 SjQhlKYlQDWvdxQI, UlSjnMAnSFYxfzSK,2
nihLg,dyxBw,16
woVlwhTbMNXReXEosy,nfMcnyKsDEOIvOVfjp,17
DPlyzfzFCJZQ,ZLhuvbvBYFVM,22
nIckKJcOhvAYkkUp,yTnvVUnZsgLJvvFa,11
lmkXNZOqDCyRVy,mnlYOAPrEDzSWz,1
gKznbSCanEEKUxBE,rVkymDNlyPPVFiMP,11
uJwjgGgXiSiqgam,jYlyvVvMxHxfvpb,15
KoTUgxwhBZ,MqVWizyjDB,2
AXnMHsLDtuhNr,XUkJEpIAqreKo,23
mBey heLWYjlE,kZcw fcJUWhjC,24
GVqzDuUb DLVVeuDzx,UJenRiIp RZJJsiRnl,14
qDDYQZDlJgHM,yLLGYHLtRoPU,8
iVadeeg,pChklln,7
idYJvpoyxUSj,snITfzyihECt,10
ycqKDWquiUI IAZNH,gkySLEycqCQ QIHVP,8
XbqRa,AetUd,3
uI Yl,eS Iv,10
wOEImORv,rJZDhJMq,21
SeoVen,JvfMve,17
CeZSXUr,EgBUZWt,2
npaLVmHZCCUscTFsABag,kmxISjEWZZRpzQCpXYxd,23
CEypNRzLcztJzmEX,LNhyWAiUlicSivNG,9
EgyjNUtkvrUbyyFAYIJR,YasdHOneplOvssZUSCDL,20
tEtsWyFykrtkQvf,mXmlPrYrdkmdJoy,19
jRtubwWeSVIXvXeg,zHjkrmMuILYNlNuw,16
vNAEzkxbmzFDSOHwA,iANRmxkozmSQFBUjN,13
 LDNkG XEom, XPZwS JQay,12
qfTODGhQaJjMyArLm,xmAVKNoXhQqTfHySt,7
GkTHh,BfOCc,21
psOfQHhJhbzbtlV,ilHyJAaCausumeO,19
FSaGkhINFgY,QDlRvsTYQrJ,11
JGYyQtoxAMs,SPHhZcxgJVb,9
DyOWLnoIuOwYxHbFUk,VqGODfgAmGoQpZtXMc,18
eC NIippr ,pN YTtaac ,11
EIWkNUAkg,XBPdGNTdz,19
biEUlsswxM  ,szVLcjjnoD  ,17
qIjkuFinEQXcaN,eWxyiTwbSELqoB,14
VoPXb,KdEMq,15
aYJTUUrBgaqzAWjFCyD,vTEOPPmWbvluVReAXtY,21
anPkSJJLpzGcwNQg,obDyGXXZdnUqkBEu,14
TzjAaKxlgsLHVSMakC,GmwNnXkytfYUIFZnxP,13
dhrTWetMfybU,hlvXAixQjcfY,4
dOGSkeqYHGakRwFna,kVNZrlxFONhrYdMuh,7
ZIPtmaSZEFeQU,BKRvocUBGHgSW,2
gGEVkdgDgowlVa,sSQHwpsPsaixHm,12
TmTRzAklRoRKXNrDzn,OhOMuVfgMjMFSImYui,21
scOvsUdBsXDnOwGRwHt,vfRyvXgEvAGqRzJUzKw,3
NshLIPaqPWYVIl,FkzDAHsiHOQNAd,18
fCVRFyLM,oLEAOhUV,9
D lWgYQ,R zKuME,14
pIuAW,oHtZV,25
rGVMNz,fUJABn,14
ZORXUJyLOYR,UJMSPEtGJTM,21
GBfASccTXvaxY,EZdYQaaRVtyvW,24
arBJBUhSoFhB,pgQYQJwHdUwQ,15
